spec	formula	smiles	inchikey	spec_file	precursor_type	collision_energy
spec_001477	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001477.ms	[M-H]-	20.0 eV
spec_001478	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001478.ms	[M-H]-	30.0 eV
spec_001479	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001479.ms	[M-H]-	40.0 eV
spec_001480	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001480.ms	[M-H]-	50.0 eV
spec_001481	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001481.ms	[M-H]-	55.0 eV
spec_001482	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001482.ms	[M-H]-	60.0 eV
spec_001483	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001483.ms	[M-H]-	70.0 eV
spec_001484	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001484.ms	[M-H]-	80.0 eV
spec_001485	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001485.ms	[M-H]-	90.0 eV
spec_001486	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001486.ms	[M-H]-	100.0 eV
spec_001487	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001487.ms	[M-H]-	120.0 eV
spec_001488	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001488.ms	[M-H]-	140.0 eV
spec_001489	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001489.ms	[M-H]-	160.0 eV
spec_001490	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001490.ms	[M-H]-	180.0 eV
spec_001491	C25H27N9O8S2	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	GCFBRXLSHGKWDP-XCGNWRKASA-N	../data/antibio/spec_files/spec_001491.ms	[M-H]-	200.0 eV
spec_001492	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001492.ms	[M+H]+	50.0 eV
spec_001493	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001493.ms	[M+H]+	60.0 eV
spec_001494	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001494.ms	[M+H]+	70.0 eV
spec_001495	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001495.ms	[M+H]+	80.0 eV
spec_001496	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001496.ms	[M+H]+	90.0 eV
spec_001497	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001497.ms	[M+H]+	100.0 eV
spec_001498	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001498.ms	[M+H]+	120.0 eV
spec_001499	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001499.ms	[M+H]+	140.0 eV
spec_001500	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001500.ms	[M+H]+	160.0 eV
spec_001501	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001501.ms	[M+H]+	180.0 eV
spec_001502	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001502.ms	[M+H]+	200.0 eV
spec_001503	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001503.ms	[M+H]+	50.0 eV
spec_001504	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001504.ms	[M+H]+	60.0 eV
spec_001505	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001505.ms	[M+H]+	70.0 eV
spec_001506	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001506.ms	[M+H]+	80.0 eV
spec_001507	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001507.ms	[M+H]+	90.0 eV
spec_001508	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001508.ms	[M+H]+	100.0 eV
spec_001509	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001509.ms	[M+H]+	120.0 eV
spec_001510	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001510.ms	[M+H]+	140.0 eV
spec_001511	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001511.ms	[M+H]+	160.0 eV
spec_001512	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001512.ms	[M+H]+	180.0 eV
spec_001513	C12H12N2O3	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001513.ms	[M+H]+	200.0 eV
spec_001514	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001514.ms	[M+H]+	55.0 eV
spec_001515	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001515.ms	[M+H]+	90.0 eV
spec_001516	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001516.ms	[M+H]+	100.0 eV
spec_001517	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001517.ms	[M+H]+	120.0 eV
spec_001518	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001518.ms	[M+H]+	140.0 eV
spec_001519	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001519.ms	[M+H]+	160.0 eV
spec_001520	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001520.ms	[M+H]+	180.0 eV
spec_001521	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001521.ms	[M+H]+	200.0 eV
spec_001522	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001522.ms	[M+H]+	55.0 eV
spec_001523	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001523.ms	[M+H]+	90.0 eV
spec_001524	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001524.ms	[M+H]+	100.0 eV
spec_001525	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001525.ms	[M+H]+	120.0 eV
spec_001526	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001526.ms	[M+H]+	140.0 eV
spec_001527	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001527.ms	[M+H]+	160.0 eV
spec_001528	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001528.ms	[M+H]+	180.0 eV
spec_001529	C16H17N5O7S2	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O	GPRBEKHLDVQUJE-QSWIMTSFSA-N	../data/antibio/spec_files/spec_001529.ms	[M+H]+	200.0 eV
spec_001530	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001530.ms	[M+H]+	40.0 eV
spec_001531	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001531.ms	[M+H]+	50.0 eV
spec_001532	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001532.ms	[M+H]+	60.0 eV
spec_001533	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001533.ms	[M+H]+	70.0 eV
spec_001534	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001534.ms	[M+H]+	80.0 eV
spec_001535	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001535.ms	[M+H]+	90.0 eV
spec_001536	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001536.ms	[M+H]+	100.0 eV
spec_001537	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001537.ms	[M+H]+	120.0 eV
spec_001538	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001538.ms	[M+H]+	140.0 eV
spec_001539	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001539.ms	[M+H]+	160.0 eV
spec_001540	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001540.ms	[M+H]+	180.0 eV
spec_001541	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001541.ms	[M+H]+	200.0 eV
spec_001542	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001542.ms	[M+H]+	40.0 eV
spec_001543	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001543.ms	[M+H]+	50.0 eV
spec_001544	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001544.ms	[M+H]+	60.0 eV
spec_001545	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001545.ms	[M+H]+	70.0 eV
spec_001546	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001546.ms	[M+H]+	80.0 eV
spec_001547	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001547.ms	[M+H]+	90.0 eV
spec_001548	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001548.ms	[M+H]+	100.0 eV
spec_001549	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001549.ms	[M+H]+	120.0 eV
spec_001550	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001550.ms	[M+H]+	140.0 eV
spec_001551	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001551.ms	[M+H]+	160.0 eV
spec_001552	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001552.ms	[M+H]+	180.0 eV
spec_001553	C21H28N6O3S2	CCCC1=NN(C2=C1NC(=NC2=S)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C	VMDTWBKYCKLNLA-UHFFFAOYSA-N	../data/antibio/spec_files/spec_001553.ms	[M+H]+	200.0 eV
spec_001554	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001554.ms	[M+H]+	20.0 eV
spec_001555	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001555.ms	[M+H]+	30.0 eV
spec_001556	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001556.ms	[M+H]+	40.0 eV
spec_001557	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001557.ms	[M+H]+	50.0 eV
spec_001558	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001558.ms	[M+H]+	60.0 eV
spec_001559	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001559.ms	[M+H]+	20.0 eV
spec_001560	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001560.ms	[M+H]+	30.0 eV
spec_001561	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001561.ms	[M+H]+	40.0 eV
spec_001562	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001562.ms	[M+H]+	50.0 eV
spec_001563	C41H76N2O15	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	RXZBMPWDPOLZGW-XMRMVWPWSA-N	../data/antibio/spec_files/spec_001563.ms	[M+H]+	60.0 eV
spec_001564	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001564.ms	[M+H]+	20.0 eV
spec_001565	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001565.ms	[M+H]+	30.0 eV
spec_001566	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001566.ms	[M+H]+	40.0 eV
spec_001567	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001567.ms	[M+H]+	50.0 eV
spec_001568	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001568.ms	[M+H]+	55.0 eV
spec_001569	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001569.ms	[M+H]+	60.0 eV
spec_001570	C38H69NO13	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O	AGOYDEPGAOXOCK-KCBOHYOISA-N	../data/antibio/spec_files/spec_001570.ms	[M+H]+	70.0 eV
