name	split
spec_001366	train
spec_003542	train
spec_004059	train
spec_002486	train
spec_002565	train
spec_001155	train
spec_000550	train
spec_001714	train
spec_002551	train
spec_005363	train
spec_000952	train
spec_004595	train
spec_004313	train
spec_000091	train
spec_003265	train
spec_003908	train
spec_004411	train
spec_004625	train
spec_005848	train
spec_005314	train
spec_000793	train
spec_002283	train
spec_001314	train
spec_003865	train
spec_004303	train
spec_001353	train
spec_003107	train
spec_003413	train
spec_000814	train
spec_004370	train
spec_003205	train
spec_003161	train
spec_004991	train
spec_002182	train
spec_000167	train
spec_004361	train
spec_005854	train
spec_000349	train
spec_002856	train
spec_000052	train
spec_002455	train
spec_000408	train
spec_000983	train
spec_003761	train
spec_003788	train
spec_002798	train
spec_004528	train
spec_004323	train
spec_004093	train
spec_000875	train
spec_000007	train
spec_004703	train
spec_000111	train
spec_005758	train
spec_001005	train
spec_005447	train
spec_002561	train
spec_005774	train
spec_003897	train
spec_000101	train
spec_000196	train
spec_005204	train
spec_004583	train
spec_000576	train
spec_003946	train
spec_002889	train
spec_001106	train
spec_001494	train
spec_003965	train
spec_002376	train
spec_004152	train
spec_000838	train
spec_002427	train
spec_005025	train
spec_005553	train
spec_005641	train
spec_005379	train
spec_002916	train
spec_002387	train
spec_002419	train
spec_001243	train
spec_002349	train
spec_005164	train
spec_002338	train
spec_004431	train
spec_005141	train
spec_005065	train
spec_003354	train
spec_001952	train
spec_001216	train
spec_000692	train
spec_003258	train
spec_003129	train
spec_003562	train
spec_003755	train
spec_001966	train
spec_004928	train
spec_003773	train
spec_002570	train
spec_002736	train
spec_000700	train
spec_000151	train
spec_000214	train
spec_002459	train
spec_003785	train
spec_000041	train
spec_002034	train
spec_004326	train
spec_004422	train
spec_004155	train
spec_003423	train
spec_005454	train
spec_000333	train
spec_004301	train
spec_002416	train
spec_001552	train
spec_001333	train
spec_004366	train
spec_004606	train
spec_005005	train
spec_000981	train
spec_004607	train
spec_003783	train
spec_000768	train
spec_005217	train
spec_005376	train
spec_000775	train
spec_002024	train
spec_002884	train
spec_005696	train
spec_003543	train
spec_000340	train
spec_004086	train
spec_004812	train
spec_005613	train
spec_000790	train
spec_000098	train
spec_005240	train
spec_002275	train
spec_000221	train
spec_001951	train
spec_003932	train
spec_005248	train
spec_004241	train
spec_001419	train
spec_000511	train
spec_004585	train
spec_005364	train
spec_004602	train
spec_002240	train
spec_004236	train
spec_004391	train
spec_004147	train
spec_001308	train
spec_005796	train
spec_004705	train
spec_004689	train
spec_002727	train
spec_004661	train
spec_004961	train
spec_004138	train
spec_003393	train
spec_000710	train
spec_000487	train
spec_003706	train
spec_001526	train
spec_000678	train
spec_000288	train
spec_005147	train
spec_001918	train
spec_000213	train
spec_004304	train
spec_005370	train
spec_000452	train
spec_004373	train
spec_005540	train
spec_003251	train
spec_002761	train
spec_005393	train
spec_003330	train
spec_002451	train
spec_002296	train
spec_001578	train
spec_004504	train
spec_000801	train
spec_003472	train
spec_001437	train
spec_005352	train
spec_001492	train
spec_002479	train
spec_005877	train
spec_000603	train
spec_004645	train
spec_004038	train
spec_004050	train
spec_004311	train
spec_002829	train
spec_001668	train
spec_001206	train
spec_004730	train
spec_000457	train
spec_000730	train
spec_001611	train
spec_003394	train
spec_003830	train
spec_003631	train
spec_003565	train
spec_003214	train
spec_001448	train
spec_002532	train
spec_004201	train
spec_005278	train
spec_000997	train
spec_003995	train
spec_004897	train
spec_003363	train
spec_003751	train
spec_001499	train
spec_004709	train
spec_000279	train
spec_005265	train
spec_003056	train
spec_002512	train
spec_000206	train
spec_001200	train
spec_000810	train
spec_005047	train
spec_005766	train
spec_003051	train
spec_005345	train
spec_003478	train
spec_003646	train
spec_004523	train
spec_004476	train
spec_003193	train
spec_005226	train
spec_002274	train
spec_004025	train
spec_002711	train
spec_001878	train
spec_001443	train
spec_001201	train
spec_005268	train
spec_000044	train
spec_004260	train
spec_000662	train
spec_001778	train
spec_002414	train
spec_001643	train
spec_001881	train
spec_004745	train
spec_001468	train
spec_005011	train
spec_004976	train
spec_004027	train
spec_000412	train
spec_001257	train
spec_003447	train
spec_002523	train
spec_000001	train
spec_000978	train
spec_001078	train
spec_000040	train
spec_003668	train
spec_001232	train
spec_003336	train
spec_005044	train
spec_000184	train
spec_003628	train
spec_005069	train
spec_003711	train
spec_004279	train
spec_002946	train
spec_001008	train
spec_005530	train
spec_005862	train
spec_005704	train
spec_005750	train
spec_002602	train
spec_005756	train
spec_001942	train
spec_004683	train
spec_000291	train
spec_001154	train
spec_004480	train
spec_003701	train
spec_003479	train
spec_004150	train
spec_005305	train
spec_003442	train
spec_001211	train
spec_003321	train
spec_002461	train
spec_003566	train
spec_002228	train
spec_003746	train
spec_002441	train
spec_005455	train
spec_000968	train
spec_004402	train
spec_000711	train
spec_001453	train
spec_002471	train
spec_005755	train
spec_004577	train
spec_001091	train
spec_004487	train
spec_005303	train
spec_004179	train
spec_005822	train
spec_003518	train
spec_001464	train
spec_003012	train
spec_000239	train
spec_001150	train
spec_002294	train
spec_003379	train
spec_004220	train
spec_004030	train
spec_003558	train
spec_001107	train
spec_003154	train
spec_003106	train
spec_003002	train
spec_001409	train
spec_001985	train
spec_004987	train
spec_002582	train
spec_004482	train
spec_005464	train
spec_005371	train
spec_003499	train
spec_002770	train
spec_002299	train
spec_002257	train
spec_003729	train
spec_004000	train
spec_005239	train
spec_002748	train
spec_001687	train
spec_002043	train
spec_003383	train
spec_004527	train
spec_005087	train
spec_000608	train
spec_005418	train
spec_004938	train
spec_004281	train
spec_002587	train
spec_002646	train
spec_002853	train
spec_005081	train
spec_001747	train
spec_005834	train
spec_005410	train
spec_004923	train
spec_001617	train
spec_001774	train
spec_004134	train
spec_004608	train
spec_005832	train
spec_003590	train
spec_005127	train
spec_004613	train
spec_004773	train
spec_003723	train
spec_001816	train
spec_000809	train
spec_000264	train
spec_003327	train
spec_004081	train
spec_001060	train
spec_000344	train
spec_001524	train
spec_004803	train
spec_004212	train
spec_004952	train
spec_004195	train
spec_003347	train
spec_003010	train
spec_003973	train
spec_005395	train
spec_000417	train
spec_004551	train
spec_000387	train
spec_001023	train
spec_004495	train
spec_001656	train
spec_004070	train
spec_005880	train
spec_004517	train
spec_004453	train
spec_005325	train
spec_002103	train
spec_002738	train
spec_003030	train
spec_004359	train
spec_002428	train
spec_004355	train
spec_001342	train
spec_000880	train
spec_000165	train
spec_004813	train
spec_003984	train
spec_000370	train
spec_004542	train
spec_005627	train
spec_001897	train
spec_002870	train
spec_002487	train
spec_000850	train
spec_002473	train
spec_000494	train
spec_001665	train
spec_003510	train
spec_003094	train
spec_002651	train
spec_005366	train
spec_000432	train
spec_002458	train
spec_005039	train
spec_003278	train
spec_000830	train
spec_000305	train
spec_000956	train
spec_001113	train
spec_001854	train
spec_001302	train
spec_002903	train
spec_002778	train
spec_001290	train
spec_001069	train
spec_002742	train
spec_005277	train
spec_003817	train
spec_005777	train
spec_004707	train
spec_000306	train
spec_001615	train
spec_000546	train
spec_002575	train
spec_004128	train
spec_002614	train
spec_004736	train
spec_001525	train
spec_003623	train
spec_002128	train
spec_000948	train
spec_004724	train
spec_005847	train
spec_001146	train
spec_004971	train
spec_003835	train
spec_002015	train
spec_001719	train
spec_000975	train
spec_003156	train
spec_004106	train
spec_000425	train
spec_001259	train
spec_003640	train
spec_000005	train
spec_002713	train
spec_002581	train
spec_003795	train
spec_000954	train
spec_000097	train
spec_001679	train
spec_003082	train
spec_004822	train
spec_001004	train
spec_002812	train
spec_005770	train
spec_005524	train
spec_001900	train
spec_004426	train
spec_001244	train
spec_001194	train
spec_000821	train
spec_003373	train
spec_000032	train
spec_001870	train
spec_004728	train
spec_002907	train
spec_001272	train
spec_001156	train
spec_005873	train
spec_004948	train
spec_001642	train
spec_002668	train
spec_002112	train
spec_000914	train
spec_002937	train
spec_003517	train
spec_002056	train
spec_003740	train
spec_001527	train
spec_003192	train
spec_005781	train
spec_005752	train
spec_001704	train
spec_002374	train
spec_001318	train
spec_000919	train
spec_004084	train
spec_000144	train
spec_000733	train
spec_004984	train
spec_004055	train
spec_001490	train
spec_001932	train
spec_002454	train
spec_002775	train
spec_002846	train
spec_000180	train
spec_005130	train
spec_002084	train
spec_000935	train
spec_000472	train
spec_004510	train
spec_005747	train
spec_004674	train
spec_001506	train
spec_002841	train
spec_002357	train
spec_005354	train
spec_004761	train
spec_005586	train
spec_005419	train
spec_005431	train
spec_005830	train
spec_001077	train
spec_003300	train
spec_005470	train
spec_001114	train
spec_002380	train
spec_005090	train
spec_005601	train
spec_000483	train
spec_002490	train
spec_005420	train
spec_005115	train
spec_005541	train
spec_001061	train
spec_002118	train
spec_002142	train
spec_001420	train
spec_005506	train
spec_005547	train
spec_003404	train
spec_003530	train
spec_000051	train
spec_000489	train
spec_000719	train
spec_003953	train
spec_000225	train
spec_003325	train
spec_002939	train
spec_004632	train
spec_003955	train
spec_004514	train
spec_004491	train
spec_004213	train
spec_005874	train
spec_001270	train
spec_000270	train
spec_001600	train
spec_005799	train
spec_004582	train
spec_000636	train
spec_005002	train
spec_002094	train
spec_002985	train
spec_005003	train
spec_005452	train
spec_005098	train
spec_004388	train
spec_005548	train
spec_002197	train
spec_002436	train
spec_003223	train
spec_001734	train
spec_003322	train
spec_002052	train
spec_004483	train
spec_002744	train
spec_004857	train
spec_005079	train
spec_000163	train
spec_000883	train
spec_004273	train
spec_000056	train
spec_000276	train
spec_004115	train
spec_003134	train
spec_001929	train
spec_004004	train
spec_004354	train
spec_001496	train
spec_001723	train
spec_002328	train
spec_001584	train
spec_002443	train
spec_001296	train
spec_002819	train
spec_000049	train
spec_005882	train
spec_002411	train
spec_005609	train
spec_002993	train
spec_005283	train
spec_001580	train
spec_002574	train
spec_005797	train
spec_000223	train
spec_005180	train
spec_001604	train
spec_005335	train
spec_004003	train
spec_004026	train
spec_005638	train
spec_004336	train
spec_003659	train
spec_001167	train
spec_003078	train
spec_002734	train
spec_000345	train
spec_001134	train
spec_001014	train
spec_005078	train
spec_002586	train
spec_002429	train
spec_005602	train
spec_003660	train
spec_000504	train
spec_002918	train
spec_005213	train
spec_004221	train
spec_003219	train
spec_001812	train
spec_001686	train
spec_003624	train
spec_000872	train
spec_004699	train
spec_001802	train
spec_000672	train
spec_000034	train
spec_002307	train
spec_005517	train
spec_000280	train
spec_000585	train
spec_000545	train
spec_001567	train
spec_003705	train
spec_002928	train
spec_003382	train
spec_003847	train
spec_005808	train
spec_002539	train
spec_000365	train
spec_005059	train
spec_005501	train
spec_000290	train
spec_004823	train
spec_000541	train
spec_001729	train
spec_004994	train
spec_002456	train
spec_003756	train
spec_004849	train
spec_005424	train
spec_003700	train
spec_000926	train
spec_004332	train
spec_003350	train
spec_005389	train
spec_000874	train
spec_005710	train
spec_000389	train
spec_000373	train
spec_001758	train
spec_003212	train
spec_005260	train
spec_001623	train
spec_000212	train
spec_000677	train
spec_004944	train
spec_000337	train
spec_001025	train
spec_004287	train
spec_004628	train
spec_001122	train
spec_000651	train
spec_003202	train
spec_003324	train
spec_004657	train
spec_005259	train
spec_000002	train
spec_001869	train
spec_002543	train
spec_005744	train
spec_003916	train
spec_003080	train
spec_003598	train
spec_004463	train
spec_000188	train
spec_003132	train
spec_004405	train
spec_001987	train
spec_005052	train
spec_000534	train
spec_002367	train
spec_002241	train
spec_001383	train
spec_001161	train
spec_001322	train
spec_004741	train
spec_002026	train
spec_004669	train
spec_002724	train
spec_005555	train
spec_005716	train
spec_002189	train
spec_003386	train
spec_001467	train
spec_001877	train
spec_002485	train
spec_000010	train
spec_002383	train
spec_001340	train
spec_001999	train
spec_001862	train
spec_003962	train
spec_001139	train
spec_003794	train
spec_001650	train
spec_003532	train
spec_004275	train
spec_004005	train
spec_004890	train
spec_001696	train
spec_005497	train
spec_003208	train
spec_000582	train
spec_002632	train
spec_001608	train
spec_002991	train
spec_001319	train
spec_003550	train
spec_004033	train
spec_000543	train
spec_000519	train
spec_001135	train
spec_004007	train
spec_001685	train
spec_004637	train
spec_003649	train
spec_002107	train
spec_003807	train
spec_002550	train
spec_003471	train
spec_001198	train
spec_003418	train
spec_003053	train
spec_003535	train
spec_003696	train
spec_001151	train
spec_005861	train
spec_005254	train
spec_004024	train
spec_000243	train
spec_005413	train
spec_000846	train
spec_003000	train
spec_000679	train
spec_001753	train
spec_002499	train
spec_001436	train
spec_002408	train
spec_000859	train
spec_003203	train
spec_003118	train
spec_001798	train
spec_004396	train
spec_004587	train
spec_004704	train
spec_003147	train
spec_004052	train
spec_003576	train
spec_004420	train
spec_000419	train
spec_005779	train
spec_005512	train
spec_003595	train
spec_001807	train
spec_004407	train
spec_003044	train
spec_001502	train
spec_002941	train
spec_005664	train
spec_003435	train
spec_004929	train
spec_000463	train
spec_002604	train
spec_002251	train
spec_002028	train
spec_004973	train
spec_001873	train
spec_000688	train
spec_003736	train
spec_002202	train
spec_000920	train
spec_003006	train
spec_004161	train
spec_004210	train
spec_000903	train
spec_000126	train
spec_002315	train
spec_005252	train
spec_000685	train
spec_003117	train
spec_004044	train
spec_003832	train
spec_002014	train
spec_002763	train
spec_003765	train
spec_004915	train
spec_003813	train
spec_005448	train
spec_000799	train
spec_005694	train
spec_001984	train
spec_000039	train
spec_001470	train
spec_002913	train
spec_002537	train
spec_001847	train
spec_003333	train
spec_000766	train
spec_000574	train
spec_005391	train
spec_005676	train
spec_000683	train
spec_005515	train
spec_004325	train
spec_003366	train
spec_004399	train
spec_002892	train
spec_001732	train
spec_003414	train
spec_005595	train
spec_005145	train
spec_002442	train
spec_003522	train
spec_003288	train
spec_002092	train
spec_000579	train
spec_001529	train
spec_000749	train
spec_005576	train
spec_005456	train
spec_000977	train
spec_004022	train
spec_004983	train
spec_004568	train
spec_000347	train
spec_004688	train
spec_003890	train
spec_004950	train
spec_000706	train
spec_002528	train
spec_002811	train
spec_001441	train
spec_005358	train
spec_000467	train
spec_002933	train
spec_001607	train
spec_002503	train
spec_001591	train
spec_004916	train
spec_001283	train
spec_004926	train
spec_002161	train
spec_002004	train
spec_001074	train
spec_004536	train
spec_001874	train
spec_000807	train
spec_001335	train
spec_005529	train
spec_004294	train
spec_002739	train
spec_005648	train
spec_004953	train
spec_000256	train
spec_001140	train
spec_004378	train
spec_000879	train
spec_000018	train
spec_005315	train
spec_001759	train
spec_003704	train
spec_004149	train
spec_000808	train
spec_002515	train
spec_000119	train
spec_002806	train
spec_001770	train
spec_002623	train
spec_004459	train
spec_000755	train
spec_002579	train
spec_001659	train
spec_004898	train
spec_001892	train
spec_005519	train
spec_002293	train
spec_001355	train
spec_004072	train
spec_004621	train
spec_000714	train
spec_002113	train
spec_000999	train
spec_003340	train
spec_003397	train
spec_002654	train
spec_004604	train
spec_000092	train
spec_000471	train
spec_000183	train
spec_001229	train
spec_003235	train
spec_003209	train
spec_001853	train
spec_004117	train
spec_000399	train
spec_001950	train
spec_002733	train
spec_005030	train
spec_002838	train
spec_005504	train
spec_001865	train
spec_001405	train
spec_001277	train
spec_001426	train
spec_005652	train
spec_000475	train
spec_004920	train
spec_003371	train
spec_001210	train
spec_004315	train
spec_005095	train
spec_005033	train
spec_001412	train
spec_004372	train
spec_002049	train
spec_005085	train
spec_003592	train
spec_001602	train
spec_001532	train
spec_001825	train
spec_004167	train
spec_004509	train
spec_002377	train
spec_004123	train
spec_005028	train
spec_004749	train
spec_000909	train
spec_001059	train
spec_003093	train
spec_004202	train
spec_000433	train
spec_004285	train
spec_002920	train
spec_001636	train
spec_002649	train
spec_004908	train
spec_002306	train
spec_003224	train
spec_002509	train
spec_002650	train
spec_000681	train
spec_001454	train
spec_002722	train
spec_002693	train
spec_003417	train
spec_003529	train
spec_000348	train
spec_003519	train
spec_002814	train
spec_002199	train
spec_003401	train
spec_000150	train
spec_002226	train
spec_001713	train
spec_004330	train
spec_004842	train
spec_003424	train
spec_002384	train
spec_005027	train
spec_004790	train
spec_004896	train
spec_003942	train
spec_002968	train
spec_005205	train
spec_002877	train
spec_002697	train
spec_004810	train
spec_005152	train
spec_003891	train
spec_004789	train
spec_004481	train
spec_003065	train
spec_002756	train
spec_001675	train
spec_000283	train
spec_003335	train
spec_001795	train
spec_000858	train
spec_001890	train
spec_000110	train
spec_005887	train
spec_000736	train
spec_004978	train
spec_002425	train
spec_000818	train
spec_002926	train
spec_005566	train
spec_001495	train
spec_003269	train
spec_003823	train
spec_001540	train
spec_001334	train
spec_004777	train
spec_002358	train
spec_004836	train
spec_002592	train
spec_001193	train
spec_004747	train
spec_002930	train
spec_000727	train
spec_005717	train
spec_003799	train
spec_004807	train
spec_004569	train
spec_003204	train
spec_003196	train
spec_000557	train
spec_002434	train
spec_002666	train
spec_002999	train
spec_001371	train
spec_001803	train
spec_001349	train
spec_004097	train
spec_004136	train
spec_001360	train
spec_004967	train
spec_004124	train
spec_001247	train
spec_004564	train
spec_004695	train
spec_004934	train
spec_000800	train
spec_004671	train
spec_003233	train
spec_005227	train
spec_005322	train
spec_001010	train
spec_005693	train
spec_001479	train
spec_002929	train
spec_004230	train
spec_005615	train
spec_001724	train
spec_001130	train
spec_001780	train
spec_000684	train
spec_000259	train
spec_004475	train
spec_002019	train
spec_003140	train
spec_001233	train
spec_001101	train
spec_004878	train
spec_003400	train
spec_005114	train
spec_002807	train
spec_004299	train
spec_002134	train
spec_002342	train
spec_003388	train
spec_004635	train
spec_004095	train
spec_004383	train
spec_005734	train
spec_001195	train
spec_004485	train
spec_005064	train
spec_001328	train
spec_003207	train
spec_004839	train
spec_000381	train
spec_002270	train
spec_001449	train
spec_000367	train
spec_005057	train
spec_000423	train
spec_001671	train
spec_002098	train
spec_002272	train
spec_005611	train
spec_001838	train
spec_004012	train
spec_005875	train
spec_004266	train
spec_005783	train
spec_000418	train
spec_004146	train
spec_001474	train
spec_001821	train
spec_003314	train
spec_003507	train
spec_000374	train
spec_004223	train
spec_004490	train
spec_004955	train
spec_001595	train
spec_003228	train
spec_002596	train
spec_002888	train
spec_003881	train
spec_001097	train
spec_004342	train
spec_003735	train
spec_003581	train
spec_003073	train
spec_005368	train
spec_000351	train
spec_001556	train
spec_005653	train
spec_002399	train
spec_004844	train
spec_000760	train
spec_001768	train
spec_001537	train
spec_005056	train
spec_001457	train
spec_004386	train
spec_003055	train
spec_001845	train
spec_001119	train
spec_002597	train
spec_004592	train
spec_001336	train
spec_003109	train
spec_002439	train
spec_002514	train
spec_003875	train
spec_001395	train
spec_000311	train
spec_000950	train
spec_001790	train
spec_000400	train
spec_000219	train
spec_001416	train
spec_004937	train
spec_000321	train
spec_002823	train
spec_003049	train
spec_004283	train
spec_001358	train
spec_002214	train
spec_004151	train
spec_001593	train
spec_002948	train
spec_000984	train
spec_003320	train
spec_003449	train
spec_003685	train
spec_000315	train
spec_004735	train
spec_002919	train
spec_005817	train
spec_005731	train
spec_004905	train
spec_003015	train
spec_001288	train
spec_002998	train
spec_004183	train
spec_002695	train
spec_003871	train
spec_003557	train
spec_005614	train
spec_002803	train
spec_004643	train
spec_000190	train
spec_003534	train
spec_001947	train
spec_002321	train
spec_002835	train
spec_000865	train
spec_004497	train
spec_004615	train
spec_003353	train
spec_003422	train
spec_004319	train
spec_003670	train
spec_002641	train
spec_001777	train
spec_002047	train
spec_000338	train
spec_005568	train
spec_002878	train
spec_000038	train
spec_002608	train
spec_000229	train
spec_004590	train
spec_004846	train
spec_003139	train
spec_003254	train
spec_003681	train
spec_005284	train
spec_005157	train
spec_002661	train
spec_003402	train
spec_000330	train
spec_002801	train
spec_004318	train
spec_000925	train
spec_002855	train
spec_000996	train
spec_002314	train
spec_001880	train
spec_003840	train
spec_005458	train
spec_004563	train
spec_001625	train
spec_001094	train
spec_003594	train
spec_004554	train
spec_002156	train
spec_004166	train
spec_000786	train
spec_004120	train
spec_000609	train
spec_003459	train
spec_000394	train
spec_000438	train
spec_000734	train
spec_005851	train
spec_002760	train
spec_002858	train
spec_005481	train
spec_000070	train
spec_001174	train
spec_002194	train
spec_001125	train
spec_002958	train
spec_004039	train
spec_005294	train
spec_005795	train
spec_001684	train
spec_003959	train
spec_002179	train
spec_003416	train
spec_004188	train
spec_005311	train
spec_004312	train
spec_001979	train
spec_003688	train
spec_002731	train
spec_003979	train
spec_004288	train
spec_000247	train
spec_003720	train
spec_001867	train
spec_002071	train
spec_005620	train
spec_005477	train
spec_000618	train
spec_004872	train
spec_000278	train
spec_005388	train
spec_002583	train
spec_003508	train
spec_001689	train
spec_005727	train
spec_000198	train
spec_002737	train
spec_004653	train
spec_000138	train
spec_002146	train
spec_000240	train
spec_003057	train
spec_003989	train
spec_003171	train
spec_004765	train
spec_004126	train
spec_002950	train
spec_003215	train
spec_000693	train
spec_005133	train
spec_003001	train
spec_000689	train
spec_001887	train
spec_002009	train
spec_003029	train
spec_002628	train
spec_005053	train
spec_005513	train
spec_001054	train
spec_004816	train
spec_005769	train
spec_005206	train
spec_002255	train
spec_002045	train
spec_001006	train
spec_002333	train
spec_003919	train
spec_000942	train
spec_001351	train
spec_000803	train
spec_000624	train
spec_004380	train
spec_001710	train
spec_002949	train
spec_002372	train
spec_002392	train
spec_003737	train
spec_003415	train
spec_004721	train
spec_000597	train
spec_003036	train
spec_000906	train
spec_002304	train
spec_000187	train
spec_001695	train
spec_001281	train
spec_001518	train
spec_004734	train
spec_001311	train
spec_004648	train
spec_002959	train
spec_000403	train
spec_004242	train
spec_005619	train
spec_002100	train
spec_001473	train
spec_004700	train
spec_003779	train
spec_001471	train
spec_004468	train
spec_004054	train
spec_001909	train
spec_005794	train
spec_001159	train
spec_004911	train
spec_002261	train
spec_003820	train
spec_005160	train
spec_005849	train
spec_003554	train
spec_004995	train
spec_002849	train
spec_004545	train
spec_005702	train
spec_003218	train
spec_005675	train
spec_004892	train
spec_003037	train
spec_005493	train
spec_004400	train
spec_004440	train
spec_001241	train
spec_001363	train
spec_000855	train
spec_001963	train
spec_005396	train
spec_002289	train
spec_002750	train
spec_002966	train
spec_004108	train
spec_003119	train
spec_000770	train
spec_003837	train
spec_000161	train
spec_004438	train
spec_002477	train
spec_003669	train
spec_001544	train
spec_001099	train
spec_005465	train
spec_000780	train
spec_005137	train
spec_005784	train
spec_005324	train
spec_004046	train
spec_004048	train
spec_003545	train
spec_005235	train
spec_003514	train
spec_000832	train
spec_005453	train
spec_005625	train
spec_005050	train
spec_003457	train
spec_002170	train
spec_004496	train
spec_003667	train
spec_001690	train
spec_002303	train
spec_005233	train
spec_003260	train
spec_000591	train
spec_002898	train
spec_004307	train
spec_005243	train
spec_000987	train
spec_005439	train
spec_002203	train
spec_005860	train
spec_000753	train
spec_001541	train
spec_004447	train
spec_000611	train
spec_001672	train
spec_001705	train
spec_002852	train
spec_001305	train
spec_002148	train
spec_005158	train
spec_004080	train
spec_002635	train
spec_001410	train
spec_000192	train
spec_005670	train
spec_005853	train
spec_001749	train
spec_002780	train
spec_004414	train
spec_003484	train
spec_004498	train
spec_004278	train
spec_002280	train
spec_000249	train
spec_004209	train
spec_001230	train
spec_001693	train
spec_000905	train
spec_002135	train
spec_004394	train
spec_000586	train
spec_003408	train
spec_005009	train
spec_004235	train
spec_003760	train
spec_003164	train
spec_002449	train
spec_003651	train
spec_001306	train
spec_004880	train
spec_004679	train
spec_003221	train
spec_004852	train
spec_002063	train
spec_005375	train
spec_000231	train
spec_003178	train
spec_003089	train
spec_000889	train
spec_002210	train
spec_000959	train
spec_005232	train
spec_005680	train
spec_000181	train
spec_003033	train
spec_001002	train
spec_003768	train
spec_004507	train
spec_002752	train
spec_002448	train
spec_005885	train
spec_000137	train
spec_002432	train
spec_000413	train
spec_004061	train
spec_000844	train
spec_000985	train
spec_005503	train
spec_004998	train
spec_004090	train
spec_001717	train
spec_005374	train
spec_000131	train
spec_000462	train
spec_003135	train
spec_002969	train
spec_005636	train
spec_001129	train
spec_000635	train
spec_003906	train
spec_001886	train
spec_003361	train
spec_004965	train
spec_001553	train
spec_002178	train
spec_004616	train
spec_004947	train
spec_002945	train
spec_005132	train
spec_004975	train
spec_004324	train
spec_000093	train
spec_003097	train
spec_000014	train
spec_005889	train
spec_004321	train
spec_000521	train
spec_004675	train
spec_003689	train
spec_002200	train
spec_000731	train
spec_000485	train
spec_001424	train
spec_004701	train
spec_000544	train
spec_002208	train
spec_005408	train
spec_002796	train
spec_000328	train
spec_001538	train
spec_001546	train
spec_004501	train
spec_001566	train
spec_001533	train
spec_005349	train
spec_003494	train
spec_005450	train
spec_003864	train
spec_003136	train
spec_004171	train
spec_005711	train
spec_000737	train
spec_004439	train
spec_001175	train
spec_004560	train
spec_001933	train
spec_000282	train
spec_000246	train
spec_002216	train
spec_000261	train
spec_003980	train
spec_003933	train
spec_005683	train
spec_003707	train
spec_004132	train
spec_002368	train
spec_000892	train
spec_004320	train
spec_004178	train
spec_005362	train
spec_001621	train
spec_000089	train
spec_005831	train
spec_001262	train
spec_003305	train
spec_005113	train
spec_001893	train
spec_002288	train
spec_004876	train
spec_002309	train
spec_004539	train
spec_001701	train
spec_002102	train
spec_000540	train
spec_003838	train
spec_000227	train
spec_003762	train
spec_001824	train
spec_002090	train
spec_004894	train
spec_005736	train
spec_002388	train
spec_003951	train
spec_000841	train
spec_003360	train
spec_000476	train
spec_001809	train
spec_005208	train
spec_003426	train
spec_000673	train
spec_000613	train
spec_003757	train
spec_004631	train
spec_004277	train
spec_003774	train
spec_002243	train
spec_000252	train
spec_005457	train
spec_002310	train
spec_000319	train
spec_004269	train
spec_005071	train
spec_002163	train
spec_004175	train
spec_004121	train
spec_000335	train
spec_003225	train
spec_002440	train
spec_003091	train
spec_003726	train
spec_001013	train
spec_004550	train
spec_000894	train
spec_002720	train
spec_003284	train
spec_002201	train
spec_003102	train
spec_001928	train
spec_005274	train
spec_004486	train
spec_001703	train
spec_004118	train
spec_002481	train
spec_003062	train
spec_004782	train
spec_000627	train
spec_001958	train
spec_000547	train
spec_000897	train
spec_000904	train
spec_002517	train
spec_001505	train
spec_003438	train
spec_003431	train
spec_005592	train
spec_003571	train
spec_005492	train
spec_003153	train
spec_005241	train
spec_003887	train
spec_002810	train
spec_003480	train
spec_003793	train
spec_001256	train
spec_001906	train
spec_000484	train
spec_005108	train
spec_005188	train
spec_000967	train
spec_002837	train
spec_001472	train
spec_005203	train
spec_005472	train
spec_000046	train
spec_002346	train
spec_002960	train
spec_004977	train
spec_004365	train
spec_001350	train
spec_001093	train
spec_003087	train
spec_001829	train
spec_000964	train
spec_005361	train
spec_001068	train
spec_000027	train
spec_003796	train
spec_001325	train
spec_003501	train
spec_000575	train
spec_005479	train
spec_000390	train
spec_004314	train
spec_001641	train
spec_005008	train
spec_003693	train
spec_002110	train
spec_005594	train
spec_003387	train
spec_001660	train
spec_002616	train
spec_004618	train
spec_000718	train
spec_005467	train
spec_003101	train
spec_002762	train
spec_002325	train
spec_004603	train
spec_003238	train
spec_001380	train
spec_003017	train
spec_000057	train
spec_004919	train
spec_002943	train
spec_001053	train
spec_005708	train
spec_001879	train
spec_002994	train
spec_005743	train
spec_001354	train
spec_000461	train
spec_005083	train
spec_000789	train
spec_001117	train
spec_001917	train
spec_004092	train
spec_005550	train
spec_004832	train
spec_003644	train
spec_005269	train
spec_002626	train
spec_001861	train
spec_004960	train
spec_001372	train
spec_005016	train
spec_002468	train
spec_002326	train
spec_003578	train
spec_000037	train
spec_005645	train
spec_004600	train
spec_003067	train
spec_005055	train
spec_004327	train
spec_005218	train
spec_001626	train
spec_003425	train
spec_000148	train
spec_000720	train
spec_003430	train
spec_001711	train
spec_000717	train
spec_000152	train
spec_005006	train
spec_002961	train
spec_003025	train
spec_002191	train
spec_004650	train
spec_004694	train
spec_002671	train
spec_000366	train
spec_003148	train
spec_000242	train
spec_002645	train
spec_004085	train
spec_001315	train
spec_004387	train
